Page,Section,SubSection,EmissionsFactorLabel,Unit,UUID,Type,Assumptions,GHG,EmissionFactor,Uncertainties
Travel,Light Passenger Vehicle,2010-2015 Fleet,Petrol hybrid vehicle: 1350 - <1600 cc,km,d84d245d-2bfd-4bf5-960e-f6b96286aecb:2,Petrol hybrid vehicle: 1350 - <1600 cc,Unknown,GHG_TOTAL_KGCO2_e,0.134835,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,Petrol hybrid vehicle: 1600 - <2000 cc,km,6b094449-b30f-4067-ba3f-819a95ac0147:2,Petrol hybrid vehicle: 1600 - <2000 cc,Unknown,GHG_CH4_KGCO2_e,0.00194238,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,Petrol hybrid vehicle: 1600 - <2000 cc,km,6b094449-b30f-4067-ba3f-819a95ac0147:2,Petrol hybrid vehicle: 1600 - <2000 cc,Unknown,GHG_CO2_KGCO2_e,0.145422,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,Petrol hybrid vehicle: 1600 - <2000 cc,km,6b094449-b30f-4067-ba3f-819a95ac0147:2,Petrol hybrid vehicle: 1600 - <2000 cc,Unknown,GHG_N2O_KGCO2_e,0.00445653,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,Petrol hybrid vehicle: 1600 - <2000 cc,km,6b094449-b30f-4067-ba3f-819a95ac0147:2,Petrol hybrid vehicle: 1600 - <2000 cc,Unknown,GHG_TOTAL_KGCO2_e,0.151821,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,Petrol hybrid vehicle: 2000 - <3000 cc,km,da33b951-acd2-46d9-84d4-cad4acf7ce59:2,Petrol hybrid vehicle: 2000 - <3000 cc,Unknown,GHG_CH4_KGCO2_e,0.00215745,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,Petrol hybrid vehicle: 2000 - <3000 cc,km,da33b951-acd2-46d9-84d4-cad4acf7ce59:2,Petrol hybrid vehicle: 2000 - <3000 cc,Unknown,GHG_CO2_KGCO2_e,0.161524,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,Petrol hybrid vehicle: 2000 - <3000 cc,km,da33b951-acd2-46d9-84d4-cad4acf7ce59:2,Petrol hybrid vehicle: 2000 - <3000 cc,Unknown,GHG_N2O_KGCO2_e,0.00494999,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,Petrol hybrid vehicle: 2000 - <3000 cc,km,da33b951-acd2-46d9-84d4-cad4acf7ce59:2,Petrol hybrid vehicle: 2000 - <3000 cc,Unknown,GHG_TOTAL_KGCO2_e,0.168631,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,Petrol hybrid vehicle: <1350 cc,km,66a70980-ce51-456f-a619-4bf39f662438:2,Petrol hybrid vehicle: <1350 cc,Unknown,GHG_CH4_KGCO2_e,0.00166681,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,Petrol hybrid vehicle: <1350 cc,km,66a70980-ce51-456f-a619-4bf39f662438:2,Petrol hybrid vehicle: <1350 cc,Unknown,GHG_CO2_KGCO2_e,0.124791,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,Petrol hybrid vehicle: <1350 cc,km,66a70980-ce51-456f-a619-4bf39f662438:2,Petrol hybrid vehicle: <1350 cc,Unknown,GHG_N2O_KGCO2_e,0.00382429,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,Petrol hybrid vehicle: <1350 cc,km,66a70980-ce51-456f-a619-4bf39f662438:2,Petrol hybrid vehicle: <1350 cc,Unknown,GHG_TOTAL_KGCO2_e,0.130282,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,Petrol hybrid vehicle: ≥3000 cc,km,022c1e05-acf4-438a-bc46-47bae55f3dc6:2,Petrol hybrid vehicle: >=3000 cc,Unknown,GHG_CH4_KGCO2_e,0.00258087,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,Petrol hybrid vehicle: ≥3000 cc,km,022c1e05-acf4-438a-bc46-47bae55f3dc6:2,Petrol hybrid vehicle: >=3000 cc,Unknown,GHG_CO2_KGCO2_e,0.193225,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,Petrol hybrid vehicle: ≥3000 cc,km,022c1e05-acf4-438a-bc46-47bae55f3dc6:2,Petrol hybrid vehicle: >=3000 cc,Unknown,GHG_N2O_KGCO2_e,0.00592148,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,Petrol hybrid vehicle: ≥3000 cc,km,022c1e05-acf4-438a-bc46-47bae55f3dc6:2,Petrol hybrid vehicle: >=3000 cc,Unknown,GHG_TOTAL_KGCO2_e,0.201727,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,Petrol vehicle: 1350 - <1600 cc,km,cef3dd05-2092-4db1-a926-7ea370f1aa13:2,Petrol vehicle: 1350 - <1600 cc,Unknown,GHG_CH4_KGCO2_e,0.00218508,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,Petrol vehicle: 1350 - <1600 cc,km,cef3dd05-2092-4db1-a926-7ea370f1aa13:2,Petrol vehicle: 1350 - <1600 cc,Unknown,GHG_CO2_KGCO2_e,0.163592,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,Petrol vehicle: 1350 - <1600 cc,km,cef3dd05-2092-4db1-a926-7ea370f1aa13:2,Petrol vehicle: 1350 - <1600 cc,Unknown,GHG_N2O_KGCO2_e,0.00501338,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,Petrol vehicle: 1350 - <1600 cc,km,cef3dd05-2092-4db1-a926-7ea370f1aa13:2,Petrol vehicle: 1350 - <1600 cc,Unknown,GHG_TOTAL_KGCO2_e,0.170791,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,Petrol vehicle: 1600 - <2000 cc,km,c5b87e80-7447-4c06-80b7-2bfe98060688:2,Petrol vehicle: 1600 - <2000 cc,Unknown,GHG_CH4_KGCO2_e,0.00246034,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,Petrol vehicle: 1600 - <2000 cc,km,c5b87e80-7447-4c06-80b7-2bfe98060688:2,Petrol vehicle: 1600 - <2000 cc,Unknown,GHG_CO2_KGCO2_e,0.184201,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,Petrol vehicle: 1600 - <2000 cc,km,c5b87e80-7447-4c06-80b7-2bfe98060688:2,Petrol vehicle: 1600 - <2000 cc,Unknown,GHG_N2O_KGCO2_e,0.00564494,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,Petrol vehicle: 1600 - <2000 cc,km,c5b87e80-7447-4c06-80b7-2bfe98060688:2,Petrol vehicle: 1600 - <2000 cc,Unknown,GHG_TOTAL_KGCO2_e,0.192306,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,Petrol vehicle: 2000 - <3000 cc,km,fbc71414-1150-4181-a103-0049d57b1b3b:2,Petrol vehicle: 2000 - <3000 cc,Unknown,GHG_CH4_KGCO2_e,0.00273277,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,Petrol vehicle: 2000 - <3000 cc,km,fbc71414-1150-4181-a103-0049d57b1b3b:2,Petrol vehicle: 2000 - <3000 cc,Unknown,GHG_CO2_KGCO2_e,0.204597,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,Petrol vehicle: 2000 - <3000 cc,km,fbc71414-1150-4181-a103-0049d57b1b3b:2,Petrol vehicle: 2000 - <3000 cc,Unknown,GHG_N2O_KGCO2_e,0.00626999,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,Petrol vehicle: 2000 - <3000 cc,km,fbc71414-1150-4181-a103-0049d57b1b3b:2,Petrol vehicle: 2000 - <3000 cc,Unknown,GHG_TOTAL_KGCO2_e,0.213599,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,Petrol vehicle: <1350 cc,km,b693c1fa-60c0-48a7-a22a-94f8682227e5:2,Petrol vehicle: <1350 cc,Unknown,GHG_CH4_KGCO2_e,0.0021113,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,Petrol vehicle: <1350 cc,km,b693c1fa-60c0-48a7-a22a-94f8682227e5:2,Petrol vehicle: <1350 cc,Unknown,GHG_CO2_KGCO2_e,0.158068,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,Petrol vehicle: <1350 cc,km,b693c1fa-60c0-48a7-a22a-94f8682227e5:2,Petrol vehicle: <1350 cc,Unknown,GHG_N2O_KGCO2_e,0.0048441,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,Petrol vehicle: <1350 cc,km,b693c1fa-60c0-48a7-a22a-94f8682227e5:2,Petrol vehicle: <1350 cc,Unknown,GHG_TOTAL_KGCO2_e,0.165024,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,Petrol vehicle: ≥3000 cc,km,3aa231e2-7cac-41d5-9aaf-0518c2d813ff:2,Petrol vehicle: >=3000 cc,Unknown,GHG_CH4_KGCO2_e,0.00326911,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,Petrol vehicle: ≥3000 cc,km,3aa231e2-7cac-41d5-9aaf-0518c2d813ff:2,Petrol vehicle: >=3000 cc,Unknown,GHG_CO2_KGCO2_e,0.244751,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,Petrol vehicle: ≥3000 cc,km,3aa231e2-7cac-41d5-9aaf-0518c2d813ff:2,Petrol vehicle: >=3000 cc,Unknown,GHG_N2O_KGCO2_e,0.00750054,Unknown
Travel,Light Passenger Vehicle,2010-2015 Fleet,Petrol vehicle: ≥3000 cc,km,3aa231e2-7cac-41d5-9aaf-0518c2d813ff:2,Petrol vehicle: >=3000 cc,Unknown,GHG_TOTAL_KGCO2_e,0.255521,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Diesel hybrid vehicle: 1350 - <1600 cc,km,62e8495e-4b28-4099-b3cc-b71f2ffcd482:3,Diesel hybrid vehicle: 1350 - <1600 cc,Unknown,GHG_CH4_KGCO2_e,0.000223039,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Diesel hybrid vehicle: 1350 - <1600 cc,km,62e8495e-4b28-4099-b3cc-b71f2ffcd482:3,Diesel hybrid vehicle: 1350 - <1600 cc,Unknown,GHG_CO2_KGCO2_e,0.148566,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Diesel hybrid vehicle: 1350 - <1600 cc,km,62e8495e-4b28-4099-b3cc-b71f2ffcd482:3,Diesel hybrid vehicle: 1350 - <1600 cc,Unknown,GHG_N2O_KGCO2_e,0.00211091,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Diesel hybrid vehicle: 1350 - <1600 cc,km,62e8495e-4b28-4099-b3cc-b71f2ffcd482:3,Diesel hybrid vehicle: 1350 - <1600 cc,Unknown,GHG_TOTAL_KGCO2_e,0.1509,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Diesel hybrid vehicle: 1600 - <2000 cc,km,2dd4c7df-44d3-4956-b9eb-90ddf25ea9e8:3,Diesel hybrid vehicle: 1600 - <2000 cc,Unknown,GHG_CH4_KGCO2_e,0.000236396,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Diesel hybrid vehicle: 1600 - <2000 cc,km,2dd4c7df-44d3-4956-b9eb-90ddf25ea9e8:3,Diesel hybrid vehicle: 1600 - <2000 cc,Unknown,GHG_CO2_KGCO2_e,0.157463,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Diesel hybrid vehicle: 1600 - <2000 cc,km,2dd4c7df-44d3-4956-b9eb-90ddf25ea9e8:3,Diesel hybrid vehicle: 1600 - <2000 cc,Unknown,GHG_N2O_KGCO2_e,0.00223732,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Diesel hybrid vehicle: 1600 - <2000 cc,km,2dd4c7df-44d3-4956-b9eb-90ddf25ea9e8:3,Diesel hybrid vehicle: 1600 - <2000 cc,Unknown,GHG_TOTAL_KGCO2_e,0.159936,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Diesel hybrid vehicle: 2000 - <3000 cc,km,471ddfb0-0bb5-44c7-a9b8-1163d1238203:3,Diesel hybrid vehicle: 2000 - <3000 cc,Unknown,GHG_CH4_KGCO2_e,0.000290619,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Diesel hybrid vehicle: 2000 - <3000 cc,km,471ddfb0-0bb5-44c7-a9b8-1163d1238203:3,Diesel hybrid vehicle: 2000 - <3000 cc,Unknown,GHG_CO2_KGCO2_e,0.193581,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Diesel hybrid vehicle: 2000 - <3000 cc,km,471ddfb0-0bb5-44c7-a9b8-1163d1238203:3,Diesel hybrid vehicle: 2000 - <3000 cc,Unknown,GHG_N2O_KGCO2_e,0.0027505,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Diesel hybrid vehicle: 2000 - <3000 cc,km,471ddfb0-0bb5-44c7-a9b8-1163d1238203:3,Diesel hybrid vehicle: 2000 - <3000 cc,Unknown,GHG_TOTAL_KGCO2_e,0.196622,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Diesel hybrid vehicle: <1350 cc,km,18e855cb-bd9b-4ab1-9dcd-b4e935bbd37e:3,Diesel hybrid vehicle: <1350 cc,Unknown,GHG_CH4_KGCO2_e,0.000231774,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Diesel hybrid vehicle: <1350 cc,km,18e855cb-bd9b-4ab1-9dcd-b4e935bbd37e:3,Diesel hybrid vehicle: <1350 cc,Unknown,GHG_CO2_KGCO2_e,0.154384,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Diesel hybrid vehicle: <1350 cc,km,18e855cb-bd9b-4ab1-9dcd-b4e935bbd37e:3,Diesel hybrid vehicle: <1350 cc,Unknown,GHG_N2O_KGCO2_e,0.00219357,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Diesel hybrid vehicle: <1350 cc,km,18e855cb-bd9b-4ab1-9dcd-b4e935bbd37e:3,Diesel hybrid vehicle: <1350 cc,Unknown,GHG_TOTAL_KGCO2_e,0.156809,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Diesel hybrid vehicle: ≥3000 cc,km,9a9e249b-c2a0-43de-bd51-26b0343bfdd3:3,Diesel hybrid vehicle: >=3000 cc,Unknown,GHG_CH4_KGCO2_e,0.000322375,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Diesel hybrid vehicle: ≥3000 cc,km,9a9e249b-c2a0-43de-bd51-26b0343bfdd3:3,Diesel hybrid vehicle: >=3000 cc,Unknown,GHG_CO2_KGCO2_e,0.214733,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Diesel hybrid vehicle: ≥3000 cc,km,9a9e249b-c2a0-43de-bd51-26b0343bfdd3:3,Diesel hybrid vehicle: >=3000 cc,Unknown,GHG_N2O_KGCO2_e,0.00305105,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Diesel hybrid vehicle: ≥3000 cc,km,9a9e249b-c2a0-43de-bd51-26b0343bfdd3:3,Diesel hybrid vehicle: >=3000 cc,Unknown,GHG_TOTAL_KGCO2_e,0.218107,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Diesel vehicle: 1350 - <1600 cc,km,291accc6-c910-4e54-8f52-4522a23134a3:3,Diesel vehicle: 1350 - <1600 cc,Unknown,GHG_CH4_KGCO2_e,0.000251579,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Diesel vehicle: 1350 - <1600 cc,km,291accc6-c910-4e54-8f52-4522a23134a3:3,Diesel vehicle: 1350 - <1600 cc,Unknown,GHG_CO2_KGCO2_e,0.167577,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Diesel vehicle: 1350 - <1600 cc,km,291accc6-c910-4e54-8f52-4522a23134a3:3,Diesel vehicle: 1350 - <1600 cc,Unknown,GHG_N2O_KGCO2_e,0.00238102,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Diesel vehicle: 1350 - <1600 cc,km,291accc6-c910-4e54-8f52-4522a23134a3:3,Diesel vehicle: 1350 - <1600 cc,Unknown,GHG_TOTAL_KGCO2_e,0.170209,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Diesel vehicle: 1600 - <2000 cc,km,28d64843-9461-437e-97ea-d1d9d7720a38:3,Diesel vehicle: 1600 - <2000 cc,Unknown,GHG_CH4_KGCO2_e,0.000266645,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Diesel vehicle: 1600 - <2000 cc,km,28d64843-9461-437e-97ea-d1d9d7720a38:3,Diesel vehicle: 1600 - <2000 cc,Unknown,GHG_CO2_KGCO2_e,0.177612,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Diesel vehicle: 1600 - <2000 cc,km,28d64843-9461-437e-97ea-d1d9d7720a38:3,Diesel vehicle: 1600 - <2000 cc,Unknown,GHG_N2O_KGCO2_e,0.0025236,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Diesel vehicle: 1600 - <2000 cc,km,28d64843-9461-437e-97ea-d1d9d7720a38:3,Diesel vehicle: 1600 - <2000 cc,Unknown,GHG_TOTAL_KGCO2_e,0.180402,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Diesel vehicle: 2000 - <3000 cc,km,b030ab15-dee9-4d9a-bd62-e9280eedac7c:3,Diesel vehicle: 2000 - <3000 cc,Unknown,GHG_CH4_KGCO2_e,0.000327626,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Diesel vehicle: 2000 - <3000 cc,km,b030ab15-dee9-4d9a-bd62-e9280eedac7c:3,Diesel vehicle: 2000 - <3000 cc,Unknown,GHG_CO2_KGCO2_e,0.218231,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Diesel vehicle: 2000 - <3000 cc,km,b030ab15-dee9-4d9a-bd62-e9280eedac7c:3,Diesel vehicle: 2000 - <3000 cc,Unknown,GHG_N2O_KGCO2_e,0.00310074,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Diesel vehicle: 2000 - <3000 cc,km,b030ab15-dee9-4d9a-bd62-e9280eedac7c:3,Diesel vehicle: 2000 - <3000 cc,Unknown,GHG_TOTAL_KGCO2_e,0.221659,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Diesel vehicle: <1350 cc,km,807bd8d7-fa4f-4aae-8b08-bbda4e270126:3,Diesel vehicle: <1350 cc,Unknown,GHG_CH4_KGCO2_e,0.000261432,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Diesel vehicle: <1350 cc,km,807bd8d7-fa4f-4aae-8b08-bbda4e270126:3,Diesel vehicle: <1350 cc,Unknown,GHG_CO2_KGCO2_e,0.174139,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Diesel vehicle: <1350 cc,km,807bd8d7-fa4f-4aae-8b08-bbda4e270126:3,Diesel vehicle: <1350 cc,Unknown,GHG_N2O_KGCO2_e,0.00247427,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Diesel vehicle: <1350 cc,km,807bd8d7-fa4f-4aae-8b08-bbda4e270126:3,Diesel vehicle: <1350 cc,Unknown,GHG_TOTAL_KGCO2_e,0.176875,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Diesel vehicle: ≥3000 cc,km,8c526723-44b7-4093-a53f-5455b9015b0c:3,Diesel vehicle: >=3000 cc,Unknown,GHG_CH4_KGCO2_e,0.000363425,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Diesel vehicle: ≥3000 cc,km,8c526723-44b7-4093-a53f-5455b9015b0c:3,Diesel vehicle: >=3000 cc,Unknown,GHG_CO2_KGCO2_e,0.242076,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Diesel vehicle: ≥3000 cc,km,8c526723-44b7-4093-a53f-5455b9015b0c:3,Diesel vehicle: >=3000 cc,Unknown,GHG_N2O_KGCO2_e,0.00343956,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Diesel vehicle: ≥3000 cc,km,8c526723-44b7-4093-a53f-5455b9015b0c:3,Diesel vehicle: >=3000 cc,Unknown,GHG_TOTAL_KGCO2_e,0.245879,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Electric vehicle: 1350 - <1600 cc,km,ee00bdee-9c77-45dd-8d4f-da51ff079705:2,Electric vehicle: 1350 - <1600 cc,Unknown,GHG_CH4_KGCO2_e,0.000476307,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Electric vehicle: 1350 - <1600 cc,km,ee00bdee-9c77-45dd-8d4f-da51ff079705:2,Electric vehicle: 1350 - <1600 cc,Unknown,GHG_CO2_KGCO2_e,0.0150642,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Electric vehicle: 1350 - <1600 cc,km,ee00bdee-9c77-45dd-8d4f-da51ff079705:2,Electric vehicle: 1350 - <1600 cc,Unknown,GHG_N2O_KGCO2_e,0.0000242972,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Electric vehicle: 1350 - <1600 cc,km,ee00bdee-9c77-45dd-8d4f-da51ff079705:2,Electric vehicle: 1350 - <1600 cc,Unknown,GHG_TOTAL_KGCO2_e,0.0155648,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Electric vehicle: 1600 - <2000 cc,km,6625d4f4-855a-4ef9-9c3f-c002d87c06aa:2,Electric vehicle: 1600 - <2000 cc,Unknown,GHG_CH4_KGCO2_e,0.000536309,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Electric vehicle: 1600 - <2000 cc,km,6625d4f4-855a-4ef9-9c3f-c002d87c06aa:2,Electric vehicle: 1600 - <2000 cc,Unknown,GHG_CO2_KGCO2_e,0.0169619,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Electric vehicle: 1600 - <2000 cc,km,6625d4f4-855a-4ef9-9c3f-c002d87c06aa:2,Electric vehicle: 1600 - <2000 cc,Unknown,GHG_N2O_KGCO2_e,0.000027358,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Electric vehicle: 1600 - <2000 cc,km,6625d4f4-855a-4ef9-9c3f-c002d87c06aa:2,Electric vehicle: 1600 - <2000 cc,Unknown,GHG_TOTAL_KGCO2_e,0.0175256,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Electric vehicle: 2000 - <3000 cc,km,5bd09007-6ac2-4ac2-a536-9047df73a97a:2,Electric vehicle: 2000 - <3000 cc,Unknown,GHG_CH4_KGCO2_e,0.000595693,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Electric vehicle: 2000 - <3000 cc,km,5bd09007-6ac2-4ac2-a536-9047df73a97a:2,Electric vehicle: 2000 - <3000 cc,Unknown,GHG_CO2_KGCO2_e,0.01884,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Electric vehicle: 2000 - <3000 cc,km,5bd09007-6ac2-4ac2-a536-9047df73a97a:2,Electric vehicle: 2000 - <3000 cc,Unknown,GHG_N2O_KGCO2_e,0.0000303873,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Electric vehicle: 2000 - <3000 cc,km,5bd09007-6ac2-4ac2-a536-9047df73a97a:2,Electric vehicle: 2000 - <3000 cc,Unknown,GHG_TOTAL_KGCO2_e,0.0194661,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Electric vehicle: <1350 cc,km,6c8354b2-224c-4f79-b036-082eec61e050:2,Electric vehicle: <1350 cc,Unknown,GHG_CH4_KGCO2_e,0.000460224,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Electric vehicle: <1350 cc,km,6c8354b2-224c-4f79-b036-082eec61e050:2,Electric vehicle: <1350 cc,Unknown,GHG_CO2_KGCO2_e,0.0145555,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Electric vehicle: <1350 cc,km,6c8354b2-224c-4f79-b036-082eec61e050:2,Electric vehicle: <1350 cc,Unknown,GHG_N2O_KGCO2_e,0.0000234768,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Electric vehicle: <1350 cc,km,6c8354b2-224c-4f79-b036-082eec61e050:2,Electric vehicle: <1350 cc,Unknown,GHG_TOTAL_KGCO2_e,0.0150392,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Electric vehicle: ≥3000 cc,km,38806ec9-8226-4ebc-92b1-2297d3d67e7e:2,Electric vehicle: >=3000 cc,Unknown,GHG_CH4_KGCO2_e,0.000712604,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Electric vehicle: ≥3000 cc,km,38806ec9-8226-4ebc-92b1-2297d3d67e7e:2,Electric vehicle: >=3000 cc,Unknown,GHG_CO2_KGCO2_e,0.0225376,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Electric vehicle: ≥3000 cc,km,38806ec9-8226-4ebc-92b1-2297d3d67e7e:2,Electric vehicle: >=3000 cc,Unknown,GHG_N2O_KGCO2_e,0.0000363511,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,Electric vehicle: ≥3000 cc,km,38806ec9-8226-4ebc-92b1-2297d3d67e7e:2,Electric vehicle: >=3000 cc,Unknown,GHG_TOTAL_KGCO2_e,0.0232866,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,"Motorcycle: <60cc, electricity",km,010a2eb9-b775-4795-8956-cb250ea34a0b:2,"Motorcycle: <60cc, electricity",Unknown,GHG_CH4_KGCO2_e,0.000116564,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,"Motorcycle: <60cc, electricity",km,010a2eb9-b775-4795-8956-cb250ea34a0b:2,"Motorcycle: <60cc, electricity",Unknown,GHG_CO2_KGCO2_e,0.00368659,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,"Motorcycle: <60cc, electricity",km,010a2eb9-b775-4795-8956-cb250ea34a0b:2,"Motorcycle: <60cc, electricity",Unknown,GHG_N2O_KGCO2_e,0.00000594613,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,"Motorcycle: <60cc, electricity",km,010a2eb9-b775-4795-8956-cb250ea34a0b:2,"Motorcycle: <60cc, electricity",Unknown,GHG_TOTAL_KGCO2_e,0.0038091,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,"Motorcycle: <60cc, petrol",km,fbf55efc-7f1e-400b-a12f-79f7e35b64d1:3,"Motorcycle: <60cc, petrol",Unknown,GHG_CH4_KGCO2_e,0.000703122,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,"Motorcycle: <60cc, petrol",km,fbf55efc-7f1e-400b-a12f-79f7e35b64d1:3,"Motorcycle: <60cc, petrol",Unknown,GHG_CO2_KGCO2_e,0.0526413,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,"Motorcycle: <60cc, petrol",km,fbf55efc-7f1e-400b-a12f-79f7e35b64d1:3,"Motorcycle: <60cc, petrol",Unknown,GHG_N2O_KGCO2_e,0.00161322,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,"Motorcycle: <60cc, petrol",km,fbf55efc-7f1e-400b-a12f-79f7e35b64d1:3,"Motorcycle: <60cc, petrol",Unknown,GHG_TOTAL_KGCO2_e,0.0549576,Unknown
Travel,Light Passenger Vehicle,2015-2020 Fleet,"Motorcycle: ≥ 60cc, electricity",km,4b786e81-2ec9-448d-9d53-f777962f8dcd:2,"Motorcycle: >=60cc, electricity",Unknown,GHG_CH4_KGCO2_e,0.000233128,Unknown
